,Store_Name,Address,Timings,Latitude,Longitude,Phone_number
588,"Jio Store - Talsankra, Sundargarh","Jio Store, Plot No-52/5153,Khata No-516/1036,Mouza-Talasankara,At-BT Road,Ps/Po/Dist-Sundargarh,Pin-770001",Mon-Sun 10:00 AM-10:00 PM,22.1084501,84.0390456,9082703418
589,"Reliance Digital - Sundergarh, Sundergarh","Reliance Digital, Plot No. 2/5056, SBI Square, Medical Chowk, Sundergarh 770001, Odisha",Mon-Sun 10:00 AM-10:00 PM,22.1198882,84.0373989,8801701986
590,"Jio Store - Kustagi Road, Sindhnur","Jio Store, CMC Muncipal No 5-3-602 Old Muncipal No 5-3-102/22,Kustagi Road Sidanur Town Sidhanur Taluk Raichur District,Sindhur-584101",Mon-Sun 10:00 AM-10:00 PM,15.7694319,76.7489657,9082701459
591,"Jio Store - Subhash Ganj, Dabra","Jio Store, Mr. Ashok K Nagaria Sagrasen Chauraha, Subhash Ganj Ward No.14 (Old-5 ), Dabra Disst. Gwalior 475110",Mon-Sun 10:00 AM-10:00 PM,25.8865367,78.332558,9082708879
592,"Jio Store - Wagholi, Jai Anand Complex, Pune","Jio Store, Shop No 1, M No 1/0709, Near Pdcc Bank, Jai Anand Complex, Nagar Road, Wagholi, Pune 412207",Mon-Sun 10:00 AM-10:00 PM,18.5806184,73.9810803,9082712782
593,"Reliance Digital - Land Mark Mall 24, Pune","Reliance Digital, Landmark Mall 24, Opp. Wageshwar Temple, Wagholi, Haveli, Pune 412207, Maharashtra",Mon-Sun 11:00 AM-10:00 PM,18.57994,73.976949,9325981719
594,"Jio Store - SBBJ Circle, Banswara","Jio Store, Shop No-3 ,SBBJ Circle, Opp ICICI Bank ,Mohan Colony, S.P Choraha Jaipur Road. Banswara 327001",Mon-Sun 10:00 AM-10:00 PM,23.555401,74.445944,9082703209
595,"Jio Store - Patel Nagar, Konch","Jio Store, Mohalla-Konch Badanpura,Nadi Gaon Road Tehsil-Konch Distt.-Jalun 285001",Mon-Sun 10:00 AM-10:00 PM,25.9938088,79.1519943,9082701690
596,"Jio Store - Ram Nagar, Orai","Jio Store, HN-4240, Indira Nagar, Rath Road, Near Galla Mandi Orai, Distt. Jalaun 285001",Mon-Sun 10:00 AM-10:00 PM,25.9880087,79.445788,9082700493
597,"Reliance Digital - Almonte, Pune","Reliance Digital, Almonte, Survey No. 8, Near Raddison Hotel, Kharadi, Pune 411014, Maharashtra",Mon-Sun 10:00 AM-10:00 PM,18.55154,73.9376788,9699757046
598,"Jio Store - Sadguru Complex, Chakan","Jio Store, Sadguru Complex, B Wing Shop No. 37, New Gate no.1231 (Old Gate No.1124) Chakan Pune -410501",Mon-Sun 10:00 AM-10:00 PM,18.75,73.86,9082702593
599,"Jio Store - Kudle Heights Chan, Pune","Jio Store, Shop No 3, Menkudle Heights, 46/9, Sagar Park, Vadgaon Sheri, Chandan Nagar, Pune 411014",Mon-Sun 10:00 AM-10:00 PM,18.5610947,73.9279488,9082709675
600,"Jio Store - Ilkal, Ilkal","Jio Store, Vidyashri building beside mahantesh talkies road 587125",Mon-Sun 10:00 AM-10:00 PM,15.9659438,76.1107936,9082701503
601,"Reliance Digital - Phoenix Market City, Viman Nagar","Reliance Digital, FF - 33 /34 /35 Phoenix Market City, Nagar Road, Viman Nagar, Pune 411014, Maharashtra",Mon-Sun 10:00 AM-10:00 PM,18.5620613,73.9167451,9834743365
602,"Jio Store - Near Raithu Bazaar, Srikakulam","Jio Store, D. No.: 3-2-4 Illisipuram Jn, Near Raithu Bazaar, Srikakulam 532001",Mon-Sun 10:00 AM-10:00 PM,18.30587878,83.8984255,9082708191
603,"Jio Store - Dattamandir CHowk, Vimannagar, Pune","Jio Store, Shop No 2 Plot No 72, Shalimar Triumph, Vimannagar Dattamandir Chowk, Pune 411014",Mon-Sun 10:00 AM-10:00 PM,18.5651775,73.9147876,9082705649
604,"Jio Store - Hadapsar, Pune","Jio Store, Shop No 11,Sr No 11/B,Amar Arcade, Next to SBT, Pune Solapur Road, Hadapsar, Pune 411028",Mon-Sun 10:00 AM-10:00 PM,18.5004529,73.9410855,9082705881
605,"Jio Store - Katraj, Bharti Vihar, Pune","Jio Store, Shop No 24, S/No 78/1, Bharti Vihar, Raj Gruhvikas Society, Behind Bharti Vidyapeeth, Katraj, Pune 411046",Mon-Sun 10:00 AM-10:00 PM,18.5004484,73.9410686,9082713082
606,"Reliance Digital - Seasons Mall, Pune","Reliance Digital, Second Floor, Seasons Mall, Unit No. S-14, Magarpatta City, Hadapsar 411028, Pune",Mon-Sun 10:00 AM-10:00 PM,18.519519,73.931661,9373906363
607,"Jio Store - Magarpatta Road Hadapsar, Pune","Jio Store, Shop No12, Wing A, Shanti Niketan, Magarpatta Road, Hadapsar, Pune 411028",Mon-Sun 10:00 AM-10:00 PM,18.5069127,73.9285565,9082710189
608,"Jio Store - Shiva Park Main Road, Renukoot","Jio Store, Samta Bhawan ,Patel Nagar , Murdhawa, Renukoot Pin-231223",Mon-Sun 10:00 AM-10:00 PM,24.21841167,83.03547167,9326940293
609,"Jio Store - Ongole Road, Kandukur","Jio Store, opp Rtc busstand ,kovur road , kandukur 523105",Mon-Sun 10:00 AM-10:00 PM,15.21866,79.8989,9912991466
610,"Jio Store - Savedi Rd, Ahmadnagar","Jio Store, Shop N4, Shree Complex, Near Shraddha Hotel, Savedi Road, Ahmednagar 414003",Mon-Sun 10:00 AM-10:00 PM,18.5441711,73.9055253,9082705065
611,"Jio Store - DY Patil Hostel, Ajmera Colony, Pune","Jio Store, D 05, Prem Park Commercial Complex, Ajmera Mahasulkar Colony, Near DY Patil Hostel, Pimpri, Pune 411018",Mon-Sun 10:00 AM-10:00 PM,18.5441318,73.9054595,9082704650
612,"Resq Service Center - Hadapsar, Pune","Resq Service Center, Deepti Enteprises, Deepti House, No. 62, Gulmohar Coloney, Near Hadapsar Railway Station, Mundhwa, Pune 411036, Maharashtra",Mon-Sun 09:30 AM-09:30 PM,18.5059533,73.9193305,0
613,"Jio Store - Liberty Plaza Koregaon Park, Pune","Jio Store, Shop No 8, Liberty Housing Society, Opp Lane 5, (N) Main Road, Koregaon Park, Pune 411001",Mon-Sun 10:00 AM-10:00 PM,18.5393408,73.8972792,9082711030
614,"Reliance Digital - 93 Avenue, Pune","Reliance Digital, 93 Avenue Mall, First Floor, Fatima Nagar Junction, Solapur Road, Wanowrie, Pune 411022, Maharashtra",Mon-Sun 11:00 AM-10:00 PM,18.506198,73.906735,9022166128
615,"Jio Store - Vishrantwadi, Airport Road, Pune","Jio Store, Shop No. 17, Jai Ganesh Vishwa, Airport Road, Vishrantwadi, Pune 411015, Maharashtra",Mon-Sun 10:00 AM-10:00 PM,18.5727185,73.8793919,0
616,"Jio Store - Visharantwadi, Pune","Jio Store, Upper Ground Floor, Shop No. 117, B Wing, Jai Ganesh Vishva, Visharantwadi, Pune 411015, Maharashtra",Mon-Sun 10:00 AM-10:00 PM,18.572908,73.879159,9321004973
617,"Jio Store - Sacred Heart, Wanowrie, Pune","Jio Store, Shop No34, Ground Floor , Sacred Heart Town, OppRbs Atm, Wanwadi, Pune 411040",Mon-Sun 10:00 AM-10:00 PM,18.4907404,73.89989358,9082709890
618,"Jio Store - Undri> Primer, Pune","Jio Store, Ground Flr Primero, Shop No 3 and 4 Opp Erro School, Undri Pune",Mon-Sun 10:00 AM-10:00 PM,18.455283,73.91232,9284541838
619,"Jio Store - Jamkhandi, Jamkhandi","Jio Store, C/o Dhanaraj More Bijapur Road Ambedakar Circle Jamkhandi 587301",Mon-Sun 10:00 AM-10:00 PM,16.5087,75.294,9321004925
620,"Jio Store - Kondhwa Road, Pune","Jio Store, Shop No 3, Parmar Pawan, Kondhwa Road, Kondhwa, Pune 411048",Mon-Sun 10:00 AM-10:00 PM,18.4800725,73.8908269,9082710295
621,"Jio Store - Near Corporation Bank, Camp, Pune","Jio Store, GF 2405, East Street Nr LIC Building, Camp Pune",Mon-Sun 10:00 AM-10:00 PM,18.507747,73.879257,9545123407
622,"Reliance Digital - City Mall, Kota","Reliance Digital, A-47, City Mall, IPIA Road No. 3, Jhalawar Road, Kota 324005, Rajasthan",Mon-Sun 10:00 AM-10:00 PM,25.136945,75.855244,8700816121
623,"Jio Store - Kundan Vasant Vihar, Pune","Jio Store, Shop No 8 & 9, Kundan Vihar, Plot No 12, Cts No 3224, Bibewadi, Pune 411037",Mon-Sun 10:00 AM-10:00 PM,18.4811603,73.8740486,9082710227
624,"Jio Store - Talwandi, Kota","Jio Store, Friends Paradise, CP-8, Indra Vihar, Talwandi, Kota 324005, Rajasthan",Mon-Sun 10:00 AM-10:00 PM,25.1381996,75.8448778,9082712695
625,"Jio Store - Kalyaninagar, Pune","Jio Store, Shop No 116 A, Victoria II, Fortaleza,Yerawada, Kalyani Nagar, Pune 411006",Mon-Sun 08:00 AM-04:00 PM,18.6332328,73.8117939,9082704193
626,"Jio Store - JM Road, Anant Chambers, Pune","Jio Store, Shop No 2, Anant Chamber, 1324/ 1710, Shivaji Nagar, Pune 411005",Mon-Sun 10:00 AM-10:00 PM,18.5247532,73.8494141,9082710512
627,"Jio Store - Vigyan Nagar, Kota","Jio Store, Ground Floor, Plot No 2 Vigyan Nagar, Kota 324005",Mon-Sun 10:00 AM-10:00 PM,25.1537544,75.8533529,9082705484
628,"Resq Service Center - Bibwewadi, Pune","Resq Service Center, Co Excel Communication, No. 58/5/1/1/3/6, Shikshak Nagar, Near State Bank of India, Katraj-Kondhawa Road, Gokul Nagar, Kondhwa, Pune 411048, Maharashtra",Mon-Sun 09:30 AM-09:30 PM,18.4512117,73.873141,0
629,"Jio Store - Tilak Road, Pune","Jio Store, Shop No 3, Eiffel Square, Tilak Road, Pune 411030",Mon-Sun 10:00 AM-10:00 PM,18.5088536,73.8488139,9082710268
630,"Jio Store - DV Saraf Complex, Bagalkot","Jio Store, Saraf Complex,Shop no 11,Near Head Post Office.Bagalkot-587101",Mon-Sun 10:00 AM-10:00 PM,16.1725,75.65,9082713218
631,"Jio Store - Shagun Chowk, Pimpri, Pune","Jio Store, Shop No. 1, Radhika Palace, CTS 2772 B - 141 & 142, Shagun Chowk, Pimpri, Pune 411017, Maharashtra",Mon-Sun 10:00 AM-10:00 PM,18.6213954,73.8016179,0
632,"Jio Store - Dhanraj Building, Bhosari, Pune","Jio Store, Shop no.1,Dhanraj Building, Opp TJSB Bank,Ganesh Colony, Landewadi, Bhosari, Pune 411039",Mon-Sun 10:00 AM-10:00 PM,18.5791237,73.8159683,9082708725
633,"Jio Store - New Sangavi, Pune","Jio Store, Shree Niwas Society, Shop No 13, Sai ChowkNew Sanghvi, Pune 411061",Mon-Sun 10:00 AM-10:00 PM,18.5791237,73.8159683,9082705749
634,"Jio Store - Padole Bldg, Tilak Road, Ahmadnagar","Jio Store, Shop No. 1, 6/TJK Putala, Tilak Road Opposite MR Trade center Ahmednagar 414001",Mon-Sun 10:00 AM-10:00 PM,18.5791296,73.8159658,9082707238
635,"Jio Store - Sahakarnagar, Pune","Jio Store, Shop No 10, Building No 2, Laminagar Commercial Complex, Laxminagar, Pune 411009",Mon-Sun 10:00 AM-10:00 PM,18.4929031,73.8500788,7020105667
636,"Jio Store - Jawahar Nagar, Kota","Jio Store, A 27, District Center, Jawahar Nagar, Dadabari, Kota 324009, Rajasthan",Mon-Sun 10:00 AM-10:00 PM,25.1535065,75.8377993,9082709435
637,Reliance Digital - Chinchwad,"Reliance Digital, Upper Ground and Lower Ground Floor, Gems Crystal Building, Chinchwad, Pune 411019, Maharashtra",Mon-Sun 11:00 AM-10:00 PM,18.6480541,73.787633,7769991555
638,"Jio Store - Bhandarkar Road, Pune","Jio Store, Shop No1, Saikrupa Apartment, Bhandarkar Road, Pune 411040",Mon-Sun 10:00 AM-10:00 PM,18.5179939,73.8371841,9730332333
639,"Jio Store - Satara Road Pune, Pune","Jio Store, Shop No 3, Nityanand Housing Society, Balaji Nagar, Satara Road, Near Siddharth Electronics, Pune 411043",Mon-Sun 10:00 AM-10:00 PM,18.4651272,73.8579736,9082709616
640,"Jio Store - Ghodewala Baba Market, Kota","Jio Store, Ground Floor, Plot No 393, Shopping Centre, Opp Ghodewala Baba Circle, Kota 324007",Mon-Sun 10:00 AM-10:00 PM,25.1681755,75.8492556,9082712847
641,"Jio Store - Koshal Hotel, Chinchwad, Pune","Jio Store, Shop No1,Darshan Nagari Society, Link Road, Chinchwad, Pune 411033",Mon-Sun 10:00 AM-10:00 PM,18.629851667,73.787845,9082710276
642,"Jio Store - Borkhera, Kota","Jio Store, Ground Flr  Shop NO 8, Horizone Farm Police Lines Baran Rd, Rajastan",Mon-Sun 10:00 AM-10:00 PM,25.185132,75.870757,9324805273
643,"Reliance Digital - Bhagirathi Square, Pune","Reliance Digital, Ground Floor, Shop No. 3 & 4, Survey No. 84/2D, Pune - Satara Road, Katraj Chowk, Katraj, Pune 411046, Maharashtra",Mon-Sun 11:00 AM-10:00 PM,18.4491129,73.8578898,9561102227
644,"Resq Service Center - Ballabh Nagar, Kota","Resq Service Center, Lotus Electronics, B-5, Ballabh Nagar, Kota 324007, Rajasthan",Mon-Sun 09:30 AM-09:30 PM,25.1704946,75.8460973,0
645,"Resq Service Center - Pimple Gurav, Pune","Resq Service Center, VM Solutions, Parshwa Nagari Build No. 1, Shop No. 4/5, Survey No. 79, Near Jagtap Petrol Pump, Pimple Gurav, Pune 411027, Maharashtra",Mon-Sun 09:30 AM-09:30 PM,18.6203426,73.7890732,0
646,"Reliance Digital - Erandwane, Pune","Reliance Digital, Shop No. 8 & 13, 1st Floor, DTC Building, Near Mhatre Bridge, Erandwane, Pune 411004, Maharashtra",Mon-Sun 10:00 AM-10:00 PM,18.5043459,73.8337277,7620606703
647,"Jio Store - Pimple Saudagar, Pearl Paladium, Pune","Jio Store, Shop 3,S.No.5/6, Pearl Palladium,Rahatni Rd., Pimple Saudagar, Pune 411061",Mon-Sun 10:00 AM-10:00 PM,18.6015146,73.7947567,9082708658
648,"Reliance Digital - Wonderview, Kota","Reliance Digital, Kotri Circle, Vallabh Bari, Near 7 Wonders, Gumanpura, Kota 324007, Rajasthan",Mon-Sun 10:00 AM-10:00 PM,25.17806734,75.8530245,7877753912
649,"Reliance Digital - Pimple Saudagar, Pune","Reliance Digital, Ground Floor, No. 5/2, Avenue Plaza, Rahatni Road, Prasanna Colony, Pimple Saudagar, Pimpri Chinchwad, Pune 411017, Maharashtra",Mon-Sun 10:00 AM-10:00 PM,18.5998,73.7927,8766759245
650,"Reliance Digital - Elpro Square, Pune","Reliance Digital, Elpro City Square Mall, Ground Floor, Opp. Chinchwadgaon Bus Stop, Chaphekar Chowk, Chinchwad, Pune 411033, Maharashtra",Mon-Sun 11:00 AM-10:00 PM,18.6296,73.7812,9325576375
651,"Jio Store - Bhel Chowk, Nigadi, Pune","Jio Store, Shop No 5, Agarwal Garden, Sec 25, Near Bhel Chowk, Nigadi Pune 411044",Mon-Sun 10:00 AM-10:00 PM,18.6568222,73.7707927,9082705054
652,"Jio Store - Kotri Road, Kota","Jio Store, Shop No 4, Ground Floor, Kotri Road, Gumanpura, Kota 324007",Mon-Sun 10:00 AM-10:00 PM,25.176078433,75.846710486,9082704065
653,"Reliance Digital - Solitaire, Aundh","Reliance Digital, Solitaire Aundh Store, Plot No. 1 + 2 Sr. No. 131, Solitaire ITI Road, Aundh, Pune 411007, Maharashtra",Mon-Sun 10:00 AM-10:00 PM,18.554101,73.809603,9834741266
654,"Resq Service Center - Aundh, Aundh","ResQ Service center, West End Mall, Center 2, DP Road, Aundh, Pune 411007, Maharashtra",Mon-Sun 09:30 AM-09:30 PM,18.55953,73.8030519,0
655,"Reliance Digital - West End Mall, Aundh,","Reliance Digital, West End Mall, Center 2, D P Road, Aundh, Pune 411007, Maharashtra",Mon-Sun 10:00 AM-10:00 PM,18.55953,73.8030519,8380895639
656,"Reliance Digital - Kothrud, Pune","Reliance Digital, Ground Floor & First Floor, Plot No. CC3, S. No. 20/2, Kothrud City Pride, Next to City Pride Complex, Kothrud, Pune 411038, Maharashtra",Mon-Sun 10:00 AM-10:00 PM,18.499184,73.821542,8329408481
657,"Reliance Digital - Geetai Sankul, Pune","Reliance Digital, Ground & First Floor, Geetai Sankul, Survey No 129, Plot No. 15, Ideal Colony, Paud Road, Kothrud, Pune 411038, Maharashtra",Mon-Sun 10:00 AM-10:00 PM,18.509488,73.816106,9307904814
658,"Jio Store - Ideal Colony, Paud Road, Pune","Jio Store, 129, Geetai Sankul, Paud Road, Ideal Colony, Pune 411038, Maharashtra",Mon-Sun 10:00 AM-10:00 PM,18.5097151,73.8157007,0
659,"Jio Store - Karve Road, Dhanukar Colony, Pune","Jio Store, Shop No 3, Kalakruti Complex, Plot No 182, Dahanukar Colony, Karve Road, Pune 411004",Mon-Sun 10:00 AM-10:00 PM,18.4979078,73.8137878,9082710491
660,"Jio Store - Jalaun, Jalaun","Jio Store, Prabha Utsav Palace, Mohalla- Fardanvis, Churki Road, Jalaun (U.P.) 285129",Mon-Sun 10:00 AM-10:00 PM,26.14063975,79.33522241,9082700172
661,"Jio Store - Rathod Complex, Wakad, Pune","Jio Store, Shop No3, Rathod Complex, Kaspate Wasti, Kaspate Wasti Road, Wakad, Pune 411057",Mon-Sun 10:00 AM-10:00 PM,18.5967393,73.7741094,9082711707
662,"Jio Store - Gujarat Colony, Kothrud, Pune","Jio Store, Plot No 14, S No 88/4, Gujrath Colony, Kothrud, Pune 411038",Mon-Sun 10:00 AM-10:00 PM,18.5060496,73.8078168,9082709661
663,"Jio Store - Station Road, Kota","Jio Store, Ss Dairy, Natraj Cinema, Station Road, Kota 324002",Mon-Sun 10:00 AM-10:00 PM,25.2204546,75.8730683,9082712374
664,"Reliance Digital - Wakad, Wakad","Reliance Digital, Survey No. 27/3, Chandan Colozium, Near Sahayadri Motors, Wakad 411057, Maharashtra",Mon-Sun 11:00 AM-10:00 PM,18.590867,73.766712,7620604404
665,"Reliance Digital - ABZ Baner, Pune","Reliance Digital, Ground Floor & First Floor, ABZ Baner, Amar Business Zone, No. 87, Baner, Pune 411045, Maharashtra",Mon-Sun 10:00 AM-10:00 PM,18.563709,73.7763872,7709153193
666,"Jio Store - Sinhagad road > siddharth complex, Pune","Jio Store, Siddharth Complex, S no B -6 Sr No 68/1 2A Dhayari Phata, Vadgaon Budruk Sinhagad Rd, PUNE",Mon-Sun 10:00 AM-10:00 PM,18.461212,73.812958,9324805263
667,"Jio Store - Bavdhan Sumansudha, Pune","Jio Store, GF Sumansudha Apt, Shop no 2, Near Om Hospital Bavdhan, PUNE",Mon-Sun 10:00 AM-10:00 PM,18.516355,73.781696,9324805197
668,"Jio Store - VIP Road, Obra","Jio Store, Mr rajendra Singh , LIC building, Court area, Goshi Road,Jehanabad 231219",Mon-Sun 10:00 AM-10:00 PM,24.4586186,82.9911999,9082702217
669,"Jio Store - Mayuresh Heights, Narhe, Pune","Jio Store, Shop no,3, Mayuresh Hights, Sr. no.50 Hissa No.15/1 Narhe Pune - 411041",Mon-Sun 10:00 AM-10:00 PM,18.46,73.8,9082701487
670,"Reliance Digital - Sparsh Plaza, Hinjewadi","Reliance Digital, Sparsh Plaza, Hinjewadi Main Road, Opposite HP Petrol Pump, Next to Marriot Courtyard, Pune 411057, Maharashtra",Mon-Sun 10:00 AM-10:00 PM,18.590999,73.74735228,8668796529
671,"Jio Store - ADA, Naini, Allahabad","Jio Store, GF  221/1/23, C Nai Bazar, Naini, ALLAHABAD",Mon-Sun 10:00 AM-10:00 PM,25.380876,81.870363,9321005037
672,"Reliance Digital - Centre One, Pune","Reliance Digital, Ground Floor & First Floor, Centre One, No. 535/1, Jijamata Chowk, Station Road, Talegaon, Dabhade 410506, Pune",Mon-Sun 10:00 AM-10:00 PM,18.72315,73.683052,9960886552
673,"Jio Store - Mundera Bazaar, Prayagraj","Jio Store, UGF 13 H Harwara, OPP PAC Gate Mundera Bazar, Prayagraj",Mon-Sun 10:00 AM-10:00 PM,25.449674,81.774327,9321713455
674,"Jio Store - Naini, Allahabad","Jio Store, Shop At Ground Floor, 18/10, Chakbhati, Naini, Allahabad 211008",Mon-Sun 10:00 AM-10:00 PM,25.4000208,81.8684408,9082713074
675,"Jio Store - Kareli, Allahabad","Jio Store, Shop At Ground Floor, Cc 28, Zahid Complex, Kareli, Allahabad 211016",Mon-Sun 10:00 AM-10:00 PM,25.43072724,81.82015352,9082712991
676,"Jio Store - Meerapur, Allahabad","Jio Store, Ground Floor Plot No 419, Atarsuiya, Meerapur",Mon-Sun 10:00 AM-10:00 PM,25.430744,81.828143,9372764654
677,"Jio Store - Khuldabad, Allahabad","Jio Store, No. 22, Upper Ground Floor, Sarai, Khuldabad, Allahabad 211003, Uttar Pradesh",Mon-Sun 10:00 AM-10:00 PM,25.4410021,81.8189632,0
678,"Jio Store - Mutthiganj, Allahabad","Jio Store, Shop At Ground Floor, 999, Muthiganj, Allahabad 211003",Mon-Sun 10:00 AM-10:00 PM,25.4332527,81.8437428,9082713125
679,"Jio Store - Ramnani Market, Neemuch","Jio Store, Ramnani Market Neemach 458441",Mon-Sun 10:00 AM-10:00 PM,24.46073878,74.8680992,9082701250
680,"Jio Store - Subhash Chowk, Rewa","Jio Store, sudharshan complex sno 1 486001",Mon-Sun 10:00 AM-10:00 PM,24.460897,74.867761,9082701476
681,"Jio Store - Chowk, Allahabad","Jio Store, Shop At Ground Floor, Vivek Hotel, 12 Jhonstonganj, Allahabad 211003",Mon-Sun 10:00 AM-10:00 PM,25.44338297,81.83672934,9082712223
682,"Reliance Digital - Hewett Road, Prayagraj","Reliance Digital, Upper Ground Floor, First Floor, Second Floor & Third Floor, Goinath Enclave, 139A/123 Hewett Road, Prayagraj 211003, Uttar Pradesh",Mon-Sun 10:00 AM-10:00 PM,25.44002264,81.84320021,7525059002
683,"Resq Service Center - Lok Seva Aayog, Allahabad","Resq Service Center, K M Telecom, 8E/2A, Taskand Marg, Near Lok Seva Aayog, Allahabad 211001, Uttar Pradesh",Mon-Sun 09:30 AM-09:30 PM,25.4488152,81.8326375,0
684,"Jio Store - Main Road, Rabkavi-Banhatti","Jio Store, Shop Bearing CTS No 52/A,Main Road Rabkavi,Jamkhandi Taluk Bagalkot District-587314",Mon-Sun 10:00 AM-10:00 PM,16.47777,75.1051681,9082702248
685,"Reliance Digital - SP Marg, Allahabad","Reliance Digital, Site No. 47, A/2 , Sardar Patel Marg, Civil Station, Civil Lines, Prayagraj 211002, Uttar Pradesh",Mon-Sun 10:00 AM-10:00 PM,25.451906,81.833914,9528023640
686,"Jio Store - VIP Road, Fatehpur","Jio Store, VIP Road, Tameshwar Mandir Chauraha, Fatehpur 212601, Uttar Pradesh",Mon-Sun 10:00 AM-10:00 PM,25.92767,80.820168,0
687,"Jio Store - Civil Lines, Allahabad","Jio Store, Ground Floor, AA/1/1, Tashkand Marg, Civil Lines, Allahabad 211001",Mon-Sun 10:00 AM-10:00 PM,25.45493992,81.84081697,9082704120
688,"Jio Store - Bakarganj, Fatehpur","Jio Store, GF 395/255, Bakerganj, Fatehpur",Mon-Sun 10:00 AM-10:00 PM,25.933031,80.817766,8591402796
689,"Jio Store - Guntakal, Guntakal","Jio Store, DO.NO:8/410, OPP REGAL TALKIES GUNTAKAL 515801",Mon-Sun 10:00 AM-10:00 PM,15.16741,77.37362,9082703461
690,"Jio Store - Madhav Nagar Squire, Gwalior","Jio Store, Ground Flr Prabha Mansion, Ward No 58 Shree Ram Colony, Jhansi Rd AG Office Lashkar Pargana, GWALIOR",Mon-Sun 10:00 AM-10:00 PM,26.19803,78.17933,9082703941
691,"Reliance Digital - Guntakal, Guntakal","Reliance Digital, Ground Floor & First Floor, No. 18/32C & 18/56, Plot No. 40, Survey No. 452/A, Opposite Bharath Petrol Bunk, Guntakal 515801, Andhra Pradesh",Mon-Sun 10:00 AM-10:00 PM,15.1601726,77.379473,7780379539
692,"Jio Store - Allahapur, Matiyari Road, Allahabad","Jio Store, Shop At Ground Floor, 1601, Matiyari Road, Allahapur, Allahabad 211006",Mon-Sun 10:00 AM-10:00 PM,25.452629045,81.873021021,9082713066
693,"Jio Store - Daulat Gunj, Lashkar, Gwalior","Jio Store, Ground Floor, Krishna Bhawan, Municipal Plot No 44/2423, Daulatganj, Lashkar, Gwalior 474001",Mon-Sun 09:00 AM-05:00 PM,26.199617,78.1513348,9082703678
694,"Reliance Digital - Jayendraganj, Gwalior","Reliance Digital, Ground Floor, First Floor & Second Floor, Jayendraganj Main Road, Near Jayendraganj Sqaure, Lashkar, Gwalior 474001, Madhya Pradesh",Mon-Sun 10:00 AM-10:00 PM,26.20145,78.16198,7869914895
695,"Jio Store - Old Katra, Allahabad","Jio Store, Shop At Ground Floor, 313/262, Katra, Master Zaharul Hassan Road, Allahabad 211002",Mon-Sun 10:00 AM-10:00 PM,25.46577773,81.85301807,9082709410
696,"Jio Store - Govindpuri, Gwalior","Jio Store, Ground Floor, Municipal Plot No 1504, Near Saugat Apartment, University Road, Govindpuri, Gwalior 474011",Mon-Sun 10:00 AM-10:00 PM,26.2069805,78.2002493,9082703939
697,"Jio Store - Sanjay Complex, Gwalior","Jio Store, Shop No 5, Ground Floor, Sanjay Complex, Jayendra Ganj, Lashkar, Gwalior 474009",Mon-Sun 10:00 AM-10:00 PM,26.2028744,78.1626495,9082712840
698,"Resq Service Center - Gwalior, Gwalior","Resq Service Center, Global Services, Prem Villa, Bhaskar Lane, Jayendraganj, Lashkar Gwalior 474001, Madhya Pradesh",Mon-Sun 09:30 AM-09:30 PM,26.203232,78.162842,0
699,Apple Authorised Service Provider - Reliance resQ -  Gwalior,"Apple Authorised Service Provider, Reliance Retail Ltd, Shop No. GF-9, The Central Mall, SDM Road, Lashkar, Gwalior 474009, Madhya Pradesh",Mon-Sun 10:30 AM-06:30 PM,26.215483,78.182414,0
700,"Jio Store - Pulak Sagar Apartment, Morar, Gwalior","Jio Store, Shop No 3, Ground Floor, Pulak Sagar Apartment, Mall Road, Opp Civil Hospital, Murar, Gwalior 474006",Mon-Sun 10:00 AM-10:00 PM,26.2237456,78.2227614,9082712860
701,"Jio Store - HB Complex, Tansen Road, Gwalior","Jio Store, Shop No 9 & 8 (part), Ground Floor, Housing Board Complex, Tansen Nagar, Gwalior 474002",Mon-Sun 10:00 AM-10:00 PM,26.2260618,78.1816173,9082703954
702,"Jio Store - MNNIT Gate, Allahabad","Jio Store, Shop at Ground Floor, Property no 39/69, Pura Gareria, MNNIT Gate, Allahabad 211002",Mon-Sun 10:00 AM-10:00 PM,25.4900236,81.86621794,9082703526
703,"Jio Store - Teliarganj, Allahabad","Jio Store, GF 125/177, Rasulabad Teliarganj, Prayagraj Allahabad",Mon-Sun 10:00 AM-10:00 PM,25.495897,81.861717,9321005071
704,"Jio Store - LG Road, Gangawati","Jio Store, Plot No 18 Gangavathi City Municipal Property No 2-6-25/12,L G Road Gangavathi Town Kopalla District-575001",Mon-Sun 10:00 AM-10:00 PM,15.4370936,76.5263138,9082701775
705,"Jio Store - pinto park squire, Gwalior","Jio Store, Ground Flr Ward no 19, Near PNB Bank Pinto Park, Tiraha Behind Rd Gwalior",Mon-Sun 10:00 AM-10:00 PM,26.25242,78.216009,9372764661
706,"Jio Store - Laxmi Market Miraj, Sangli","Jio Store, CS No 5206, Besides Rahil Cloth Store, Laxmi Market, Miraj 416410",Mon-Sun 10:00 AM-10:00 PM,16.8210166,74.6493045,9082704437
707,"Reliance Digital - Pushkar Hall, Satara","Reliance Digital, Gulmohar Plaza, Pushkar Hall, Visawa Camp, Satara 415003, Maharashtra",Mon-Sun 10:00 AM-10:00 PM,17.686536,74.021539,8459614652
